,device,devId,productKey,message,sensorType,group,userAction,activityUserAction,timeStamp,space
11,QUARTO_01_SENSOR_PRESENCA-009,disp0eab5aec3e1754e3617402aabda67a1b,0s9d8f9s0d8f0s9df8s0f8,"{'status': [{'code': 'presence_state', 'value': 'ON'}, {'code': 'human_motion_state', 'value': 'LARGER_MOVE'}]}",sensor,"['Andre', 'Vinicius']",Vinicius,USAR_COMPUTADOR_01_HORAS_QUARTO_01,2024-10-03 20:24:10.879362,QUARTO_01
12,QUARTO_01_LAMPADA-006,disp2bec1140d082890e59f56d23be53a13c,435a6fsdfsdfs879s9fs7,"{'status': [{'code': 'switch_led', 'value': 'ON'}, {'code': 'bright_value_v2', 'value': 1000}, {'code': 'temp_value_v2', 'value': 500}]}",atuador,"['Andre', 'Vinicius']",Vinicius,USAR_COMPUTADOR_01_HORAS_QUARTO_01,2024-10-03 20:24:15.354326,QUARTO_01
13,QUARTO_01_AR_CONDICIONADO-007,disp18a2fbd7bb103309ff355641581b0265,s45f3s6f890sdfs876f8sd7d,"{'status': [{'code': 'switch', 'value': 'ON'}, {'code': 'temp_set', 'value': 23}, {'code': 'mode', 'value': 'AUTO'}]}",atuador,"['Andre', 'Vinicius']",Vinicius,USAR_COMPUTADOR_01_HORAS_QUARTO_01,2024-10-03 20:24:20.786011,QUARTO_01
14,SALA_AR_CONDICIONADO-001,disp8d704d5b59a836e2d12bd0f513bb5c24,s45f3s6f890sdfs876f8sd7d,"{'status': [{'code': 'switch', 'value': 'OFF'}, {'code': 'temp_set', 'value': 23}, {'code': 'mode', 'value': 'AUTO'}]}",atuador,"['Andre', 'Vinicius']",Andre,JANTAR,2024-10-03 21:01:58.511440,SALA
15,SALA_LAMPADA-002,dispc39d4b98d36b7a7a1f8b5d008435a943,435a6fsdfsdfs879s9fs7,"{'status': [{'code': 'switch_led', 'value': 'OFF'}, {'code': 'bright_value_v2', 'value': 1000}, {'code': 'temp_value_v2', 'value': 500}]}",atuador,"['Andre', 'Vinicius']",Andre,JANTAR,2024-10-03 21:02:53.484633,SALA
16,SALA_SENSOR_PRESENCA-003,disp2414e15a44146d1fbbcd2e0da20d8cfa,0s9d8f9s0d8f0s9df8s0f8,"{'status': [{'code': 'presence_state', 'value': 'OFF'}, {'code': 'human_motion_state', 'value': 'NONE'}]}",sensor,"['Andre', 'Vinicius']",Andre,JANTAR,2024-10-03 21:02:53.257710,SALA
17,QUARTO_01_LAMPADA-006,disp2bec1140d082890e59f56d23be53a13c,435a6fsdfsdfs879s9fs7,"{'status': [{'code': 'switch_led', 'value': 'OFF'}, {'code': 'bright_value_v2', 'value': 1000}, {'code': 'temp_value_v2', 'value': 500}]}",atuador,"['Andre', 'Vinicius']",Vinicius,USAR_COMPUTADOR_01_HORAS_QUARTO_01,2024-10-03 21:24:58.296265,QUARTO_01
18,QUARTO_01_AR_CONDICIONADO-007,disp18a2fbd7bb103309ff355641581b0265,s45f3s6f890sdfs876f8sd7d,"{'status': [{'code': 'switch', 'value': 'OFF'}, {'code': 'temp_set', 'value': 23}, {'code': 'mode', 'value': 'AUTO'}]}",atuador,"['Andre', 'Vinicius']",Vinicius,USAR_COMPUTADOR_01_HORAS_QUARTO_01,2024-10-03 21:25:34.847590,QUARTO_01
19,SALA_SENSOR_PRESENCA-003,disp2414e15a44146d1fbbcd2e0da20d8cfa,0s9d8f9s0d8f0s9df8s0f8,"{'status': [{'code': 'presence_state', 'value': 'ON'}, {'code': 'human_motion_state', 'value': 'LARGER_MOVE'}]}",sensor,"['Andre', 'Vinicius']",Vinicius,PREPARANDO_PARA_DORMIR_QUARTO_02,2024-10-03 21:25:39.283086,SALA
20,SALA_SENSOR_PRESENCA-003,disp2414e15a44146d1fbbcd2e0da20d8cfa,0s9d8f9s0d8f0s9df8s0f8,"{'status': [{'code': 'presence_state', 'value': 'OFF'}, {'code': 'human_motion_state', 'value': 'NONE'}]}",sensor,"['Andre', 'Vinicius']",Vinicius,PREPARANDO_PARA_DORMIR_QUARTO_02,2024-10-03 21:25:42.517501,SALA
21,QUARTO_02_SENSOR_PRESENCA-013,disp19d98bb3c39ebde5faba20a3d40390e8,0s9d8f9s0d8f0s9df8s0f8,"{'status': [{'code': 'presence_state', 'value': 'ON'}, {'code': 'human_motion_state', 'value': 'LARGER_MOVE'}]}",sensor,"['Andre', 'Vinicius']",Vinicius,PREPARANDO_PARA_DORMIR_QUARTO_02,2024-10-03 21:25:42.910959,QUARTO_02
22,QUARTO_02_LAMPADA-010,disp98165e17b547d7ee020db66abe427d35,435a6fsdfsdfs879s9fs7,"{'status': [{'code': 'switch_led', 'value': 'ON'}, {'code': 'bright_value_v2', 'value': 1000}, {'code': 'temp_value_v2', 'value': 500}]}",atuador,"['Andre', 'Vinicius']",Vinicius,PREPARANDO_PARA_DORMIR_QUARTO_02,2024-10-03 21:25:47.890644,QUARTO_02
23,QUARTO_02_AR_CONDICIONADO-011,disp12d66aea27fe15ee30653de92d4c5fa1,s45f3s6f890sdfs876f8sd7d,"{'status': [{'code': 'switch', 'value': 'ON'}, {'code': 'temp_set', 'value': 23}, {'code': 'mode', 'value': 'AUTO'}]}",atuador,"['Andre', 'Vinicius']",Vinicius,PREPARANDO_PARA_DORMIR_QUARTO_02,2024-10-03 21:25:52.171056,QUARTO_02
24,QUARTO_02_LAMPADA-010,disp98165e17b547d7ee020db66abe427d35,435a6fsdfsdfs879s9fs7,"{'status': [{'code': 'switch_led', 'value': 'OFF'}, {'code': 'bright_value_v2', 'value': 1000}, {'code': 'temp_value_v2', 'value': 500}]}",atuador,"['Andre', 'Vinicius']",Vinicius,PREPARANDO_PARA_DORMIR_QUARTO_02,2024-10-03 21:31:25.408389,QUARTO_02
25,QUARTO_01_LAMPADA-006,disp2bec1140d082890e59f56d23be53a13c,435a6fsdfsdfs879s9fs7,"{'status': [{'code': 'switch_led', 'value': 'ON'}, {'code': 'bright_value_v2', 'value': 1000}, {'code': 'temp_value_v2', 'value': 500}]}",atuador,"['Andre', 'Vinicius']",Andre,PREPARANDO_PARA_DORMIR_QUARTO_01,2024-10-03 22:02:58.066135,QUARTO_01
26,QUARTO_01_AR_CONDICIONADO-007,disp18a2fbd7bb103309ff355641581b0265,s45f3s6f890sdfs876f8sd7d,"{'status': [{'code': 'switch', 'value': 'ON'}, {'code': 'temp_set', 'value': 23}, {'code': 'mode', 'value': 'AUTO'}]}",atuador,"['Andre', 'Vinicius']",Andre,PREPARANDO_PARA_DORMIR_QUARTO_01,2024-10-03 22:03:03.121928,QUARTO_01
27,QUARTO_01_LAMPADA-006,disp2bec1140d082890e59f56d23be53a13c,435a6fsdfsdfs879s9fs7,"{'status': [{'code': 'switch_led', 'value': 'OFF'}, {'code': 'bright_value_v2', 'value': 1000}, {'code': 'temp_value_v2', 'value': 500}]}",atuador,"['Andre', 'Vinicius']",Andre,PREPARANDO_PARA_DORMIR_QUARTO_01,2024-10-03 22:08:57.859979,QUARTO_01
28,QUARTO_02_AR_CONDICIONADO-011,disp12d66aea27fe15ee30653de92d4c5fa1,s45f3s6f890sdfs876f8sd7d,"{'status': [{'code': 'switch', 'value': 'OFF'}, {'code': 'temp_set', 'value': 23}, {'code': 'mode', 'value': 'AUTO'}]}",atuador,"['Andre', 'Vinicius']",Vinicius,ACORDAR_QUARTO_02,2024-10-04 07:01:21.679828,QUARTO_02
29,QUARTO_02_SENSOR_PRESENCA-013,disp19d98bb3c39ebde5faba20a3d40390e8,0s9d8f9s0d8f0s9df8s0f8,"{'status': [{'code': 'presence_state', 'value': 'OFF'}, {'code': 'human_motion_state', 'value': 'NONE'}]}",sensor,"['Andre', 'Vinicius']",Vinicius,ACORDAR_QUARTO_02,2024-10-04 07:01:49.211215,QUARTO_02
30,SALA_SENSOR_PRESENCA-003,disp2414e15a44146d1fbbcd2e0da20d8cfa,0s9d8f9s0d8f0s9df8s0f8,"{'status': [{'code': 'presence_state', 'value': 'ON'}, {'code': 'human_motion_state', 'value': 'LARGER_MOVE'}]}",sensor,"['Andre', 'Vinicius']",Vinicius,USAR_BANHEIRO,2024-10-04 07:01:49.955143,SALA
31,SALA_SENSOR_PRESENCA-003,disp2414e15a44146d1fbbcd2e0da20d8cfa,0s9d8f9s0d8f0s9df8s0f8,"{'status': [{'code': 'presence_state', 'value': 'OFF'}, {'code': 'human_motion_state', 'value': 'NONE'}]}",sensor,"['Andre', 'Vinicius']",Vinicius,USAR_BANHEIRO,2024-10-04 07:01:53.777644,SALA
32,CORREDOR_SENSOR_PRESENCA-021,disp91e9f8460c0e802cb3aeaceaabc880c6,0s9d8f9s0d8f0s9df8s0f8,"{'status': [{'code': 'presence_state', 'value': 'ON'}, {'code': 'human_motion_state', 'value': 'LARGER_MOVE'}]}",sensor,"['Andre', 'Vinicius']",Vinicius,USAR_BANHEIRO,2024-10-04 07:01:53.056212,CORREDOR
33,CORREDOR_SENSOR_PRESENCA-021,disp91e9f8460c0e802cb3aeaceaabc880c6,0s9d8f9s0d8f0s9df8s0f8,"{'status': [{'code': 'presence_state', 'value': 'OFF'}, {'code': 'human_motion_state', 'value': 'NONE'}]}",sensor,"['Andre', 'Vinicius']",Vinicius,USAR_BANHEIRO,2024-10-04 07:01:55.616575,CORREDOR
34,BANHEIRO_SENSOR_PRESENCA-005,dispe3ebeb29a1fbbe27fe6f6486d26bdeb0,0s9d8f9s0d8f0s9df8s0f8,"{'status': [{'code': 'presence_state', 'value': 'ON'}, {'code': 'human_motion_state', 'value': 'LARGER_MOVE'}]}",sensor,"['Andre', 'Vinicius']",Vinicius,USAR_BANHEIRO,2024-10-04 07:01:55.261523,BANHEIRO
35,BANHEIRO_LAMPADA-004,disp05f72682660e0d7279afe7dd279cf222,435a6fsdfsdfs879s9fs7,"{'status': [{'code': 'switch_led', 'value': 'ON'}, {'code': 'bright_value_v2', 'value': 1000}, {'code': 'temp_value_v2', 'value': 500}]}",atuador,"['Andre', 'Vinicius']",Vinicius,USAR_BANHEIRO,2024-10-04 07:02:00.805488,BANHEIRO
36,QUARTO_01_AR_CONDICIONADO-007,disp18a2fbd7bb103309ff355641581b0265,s45f3s6f890sdfs876f8sd7d,"{'status': [{'code': 'switch', 'value': 'OFF'}, {'code': 'temp_set', 'value': 23}, {'code': 'mode', 'value': 'AUTO'}]}",atuador,"['Andre', 'Vinicius']",Andre,ACORDAR_QUARTO_01,2024-10-04 07:03:54.452203,QUARTO_01
37,QUARTO_01_SENSOR_PRESENCA-009,disp0eab5aec3e1754e3617402aabda67a1b,0s9d8f9s0d8f0s9df8s0f8,"{'status': [{'code': 'presence_state', 'value': 'OFF'}, {'code': 'human_motion_state', 'value': 'NONE'}]}",sensor,"['Andre', 'Vinicius']",Andre,ACORDAR_QUARTO_01,2024-10-04 07:04:06.188484,QUARTO_01
38,SALA_SENSOR_PRESENCA-003,disp2414e15a44146d1fbbcd2e0da20d8cfa,0s9d8f9s0d8f0s9df8s0f8,"{'status': [{'code': 'presence_state', 'value': 'ON'}, {'code': 'human_motion_state', 'value': 'LARGER_MOVE'}]}",sensor,"['Andre', 'Vinicius']",Andre,USAR_BANHEIRO,2024-10-04 07:04:06.230145,SALA
39,SALA_SENSOR_PRESENCA-003,disp2414e15a44146d1fbbcd2e0da20d8cfa,0s9d8f9s0d8f0s9df8s0f8,"{'status': [{'code': 'presence_state', 'value': 'OFF'}, {'code': 'human_motion_state', 'value': 'NONE'}]}",sensor,"['Andre', 'Vinicius']",Andre,USAR_BANHEIRO,2024-10-04 07:04:09.871664,SALA
40,CORREDOR_SENSOR_PRESENCA-021,disp91e9f8460c0e802cb3aeaceaabc880c6,0s9d8f9s0d8f0s9df8s0f8,"{'status': [{'code': 'presence_state', 'value': 'ON'}, {'code': 'human_motion_state', 'value': 'LARGER_MOVE'}]}",sensor,"['Andre', 'Vinicius']",Andre,USAR_BANHEIRO,2024-10-04 07:04:09.415756,CORREDOR
41,CORREDOR_SENSOR_PRESENCA-021,disp91e9f8460c0e802cb3aeaceaabc880c6,0s9d8f9s0d8f0s9df8s0f8,"{'status': [{'code': 'presence_state', 'value': 'OFF'}, {'code': 'human_motion_state', 'value': 'NONE'}]}",sensor,"['Andre', 'Vinicius']",Andre,USAR_BANHEIRO,2024-10-04 07:04:11.915506,CORREDOR
42,BANHEIRO_LAMPADA-004,disp05f72682660e0d7279afe7dd279cf222,435a6fsdfsdfs879s9fs7,"{'status': [{'code': 'switch_led', 'value': 'OFF'}, {'code': 'bright_value_v2', 'value': 1000}, {'code': 'temp_value_v2', 'value': 500}]}",atuador,"['Andre', 'Vinicius']",Vinicius,USAR_BANHEIRO,2024-10-04 07:11:45.851725,BANHEIRO
43,CORREDOR_SENSOR_PRESENCA-021,disp91e9f8460c0e802cb3aeaceaabc880c6,0s9d8f9s0d8f0s9df8s0f8,"{'status': [{'code': 'presence_state', 'value': 'ON'}, {'code': 'human_motion_state', 'value': 'LARGER_MOVE'}]}",sensor,"['Andre', 'Vinicius']",Vinicius,CAFE_DA_MANHA,2024-10-04 07:11:45.469649,CORREDOR
44,CORREDOR_SENSOR_PRESENCA-021,disp91e9f8460c0e802cb3aeaceaabc880c6,0s9d8f9s0d8f0s9df8s0f8,"{'status': [{'code': 'presence_state', 'value': 'OFF'}, {'code': 'human_motion_state', 'value': 'NONE'}]}",sensor,"['Andre', 'Vinicius']",Vinicius,CAFE_DA_MANHA,2024-10-04 07:11:48.328480,CORREDOR
45,SALA_SENSOR_PRESENCA-003,disp2414e15a44146d1fbbcd2e0da20d8cfa,0s9d8f9s0d8f0s9df8s0f8,"{'status': [{'code': 'presence_state', 'value': 'ON'}, {'code': 'human_motion_state', 'value': 'LARGER_MOVE'}]}",sensor,"['Andre', 'Vinicius']",Vinicius,CAFE_DA_MANHA,2024-10-04 07:11:48.543476,SALA
46,BANHEIRO_LAMPADA-004,disp05f72682660e0d7279afe7dd279cf222,435a6fsdfsdfs879s9fs7,"{'status': [{'code': 'switch_led', 'value': 'ON'}, {'code': 'bright_value_v2', 'value': 1000}, {'code': 'temp_value_v2', 'value': 500}]}",atuador,"['Andre', 'Vinicius']",Andre,USAR_BANHEIRO,2024-10-04 07:11:50.532390,BANHEIRO
47,SALA_LAMPADA-002,dispc39d4b98d36b7a7a1f8b5d008435a943,435a6fsdfsdfs879s9fs7,"{'status': [{'code': 'switch_led', 'value': 'ON'}, {'code': 'bright_value_v2', 'value': 1000}, {'code': 'temp_value_v2', 'value': 500}]}",atuador,"['Andre', 'Vinicius']",Vinicius,CAFE_DA_MANHA,2024-10-04 07:11:53.441256,SALA
48,BANHEIRO_LAMPADA-004,disp05f72682660e0d7279afe7dd279cf222,435a6fsdfsdfs879s9fs7,"{'status': [{'code': 'switch_led', 'value': 'OFF'}, {'code': 'bright_value_v2', 'value': 1000}, {'code': 'temp_value_v2', 'value': 500}]}",atuador,"['Andre', 'Vinicius']",Andre,USAR_BANHEIRO,2024-10-04 07:20:52.667191,BANHEIRO
49,BANHEIRO_SENSOR_PRESENCA-005,dispe3ebeb29a1fbbe27fe6f6486d26bdeb0,0s9d8f9s0d8f0s9df8s0f8,"{'status': [{'code': 'presence_state', 'value': 'OFF'}, {'code': 'human_motion_state', 'value': 'NONE'}]}",sensor,"['Andre', 'Vinicius']",Andre,USAR_BANHEIRO,2024-10-04 07:20:52.510548,BANHEIRO
50,CORREDOR_SENSOR_PRESENCA-021,disp91e9f8460c0e802cb3aeaceaabc880c6,0s9d8f9s0d8f0s9df8s0f8,"{'status': [{'code': 'presence_state', 'value': 'ON'}, {'code': 'human_motion_state', 'value': 'LARGER_MOVE'}]}",sensor,"['Andre', 'Vinicius']",Andre,CAFE_DA_MANHA,2024-10-04 07:20:52.996726,CORREDOR
51,CORREDOR_SENSOR_PRESENCA-021,disp91e9f8460c0e802cb3aeaceaabc880c6,0s9d8f9s0d8f0s9df8s0f8,"{'status': [{'code': 'presence_state', 'value': 'OFF'}, {'code': 'human_motion_state', 'value': 'NONE'}]}",sensor,"['Andre', 'Vinicius']",Andre,CAFE_DA_MANHA,2024-10-04 07:20:55.974542,CORREDOR
52,SALA_AR_CONDICIONADO-001,disp8d704d5b59a836e2d12bd0f513bb5c24,s45f3s6f890sdfs876f8sd7d,"{'status': [{'code': 'switch', 'value': 'ON'}, {'code': 'temp_set', 'value': 23}, {'code': 'mode', 'value': 'AUTO'}]}",atuador,"['Andre', 'Vinicius']",Vinicius,USAR_COMPUTADOR_03_HORA_SALA,2024-10-04 07:37:24.303149,SALA
53,SALA_AR_CONDICIONADO-001,disp8d704d5b59a836e2d12bd0f513bb5c24,s45f3s6f890sdfs876f8sd7d,"{'status': [{'code': 'switch', 'value': 'OFF'}, {'code': 'temp_set', 'value': 23}, {'code': 'mode', 'value': 'AUTO'}]}",atuador,"['Andre', 'Vinicius']",Andre,CAFE_DA_MANHA,2024-10-04 07:46:54.263478,SALA
54,SALA_LAMPADA-002,dispc39d4b98d36b7a7a1f8b5d008435a943,435a6fsdfsdfs879s9fs7,"{'status': [{'code': 'switch_led', 'value': 'OFF'}, {'code': 'bright_value_v2', 'value': 1000}, {'code': 'temp_value_v2', 'value': 500}]}",atuador,"['Andre', 'Vinicius']",Andre,CAFE_DA_MANHA,2024-10-04 07:47:29.571964,SALA
55,QUARTO_01_SENSOR_PRESENCA-009,disp0eab5aec3e1754e3617402aabda67a1b,0s9d8f9s0d8f0s9df8s0f8,"{'status': [{'code': 'presence_state', 'value': 'ON'}, {'code': 'human_motion_state', 'value': 'LARGER_MOVE'}]}",sensor,"['Andre', 'Vinicius']",Andre,USAR_COMPUTADOR_01_HORAS_QUARTO_01,2024-10-04 07:47:29.618082,QUARTO_01
56,QUARTO_01_LAMPADA-006,disp2bec1140d082890e59f56d23be53a13c,435a6fsdfsdfs879s9fs7,"{'status': [{'code': 'switch_led', 'value': 'ON'}, {'code': 'bright_value_v2', 'value': 1000}, {'code': 'temp_value_v2', 'value': 500}]}",atuador,"['Andre', 'Vinicius']",Andre,USAR_COMPUTADOR_01_HORAS_QUARTO_01,2024-10-04 07:47:34.342113,QUARTO_01
57,QUARTO_01_AR_CONDICIONADO-007,disp18a2fbd7bb103309ff355641581b0265,s45f3s6f890sdfs876f8sd7d,"{'status': [{'code': 'switch', 'value': 'ON'}, {'code': 'temp_set', 'value': 23}, {'code': 'mode', 'value': 'AUTO'}]}",atuador,"['Andre', 'Vinicius']",Andre,USAR_COMPUTADOR_01_HORAS_QUARTO_01,2024-10-04 07:47:39.228859,QUARTO_01
58,QUARTO_01_LAMPADA-006,disp2bec1140d082890e59f56d23be53a13c,435a6fsdfsdfs879s9fs7,"{'status': [{'code': 'switch_led', 'value': 'OFF'}, {'code': 'bright_value_v2', 'value': 1000}, {'code': 'temp_value_v2', 'value': 500}]}",atuador,"['Andre', 'Vinicius']",Andre,USAR_COMPUTADOR_01_HORAS_QUARTO_01,2024-10-04 08:48:17.489851,QUARTO_01
59,QUARTO_01_AR_CONDICIONADO-007,disp18a2fbd7bb103309ff355641581b0265,s45f3s6f890sdfs876f8sd7d,"{'status': [{'code': 'switch', 'value': 'OFF'}, {'code': 'temp_set', 'value': 23}, {'code': 'mode', 'value': 'AUTO'}]}",atuador,"['Andre', 'Vinicius']",Andre,USAR_COMPUTADOR_01_HORAS_QUARTO_01,2024-10-04 08:48:51.082372,QUARTO_01
60,QUARTO_01_SENSOR_PRESENCA-009,disp0eab5aec3e1754e3617402aabda67a1b,0s9d8f9s0d8f0s9df8s0f8,"{'status': [{'code': 'presence_state', 'value': 'OFF'}, {'code': 'human_motion_state', 'value': 'NONE'}]}",sensor,"['Andre', 'Vinicius']",Andre,USAR_COMPUTADOR_01_HORAS_QUARTO_01,2024-10-04 08:49:10.983684,QUARTO_01
61,CORREDOR_SENSOR_PRESENCA-021,disp91e9f8460c0e802cb3aeaceaabc880c6,0s9d8f9s0d8f0s9df8s0f8,"{'status': [{'code': 'presence_state', 'value': 'ON'}, {'code': 'human_motion_state', 'value': 'LARGER_MOVE'}]}",sensor,"['Andre', 'Vinicius']",Andre,TRABALHAR_FORA_P1,2024-10-04 08:49:13.684650,CORREDOR
62,CORREDOR_SENSOR_PRESENCA-021,disp91e9f8460c0e802cb3aeaceaabc880c6,0s9d8f9s0d8f0s9df8s0f8,"{'status': [{'code': 'presence_state', 'value': 'OFF'}, {'code': 'human_motion_state', 'value': 'NONE'}]}",sensor,"['Andre', 'Vinicius']",Andre,TRABALHAR_FORA_P1,2024-10-04 08:49:15.591589,CORREDOR
63,SALA_SENSOR_PRESENCA-003,disp2414e15a44146d1fbbcd2e0da20d8cfa,0s9d8f9s0d8f0s9df8s0f8,"{'status': [{'code': 'presence_state', 'value': 'OFF'}, {'code': 'human_motion_state', 'value': 'NONE'}]}",sensor,['Vinicius'],Vinicius,USAR_COMPUTADOR_03_HORA_SALA,2024-10-04 10:37:58.675473,SALA
64,CORREDOR_SENSOR_PRESENCA-021,disp91e9f8460c0e802cb3aeaceaabc880c6,0s9d8f9s0d8f0s9df8s0f8,"{'status': [{'code': 'presence_state', 'value': 'ON'}, {'code': 'human_motion_state', 'value': 'LARGER_MOVE'}]}",sensor,['Vinicius'],Vinicius,BEBER_AGUA,2024-10-04 10:37:58.634769,CORREDOR
65,CORREDOR_SENSOR_PRESENCA-021,disp91e9f8460c0e802cb3aeaceaabc880c6,0s9d8f9s0d8f0s9df8s0f8,"{'status': [{'code': 'presence_state', 'value': 'OFF'}, {'code': 'human_motion_state', 'value': 'NONE'}]}",sensor,['Vinicius'],Vinicius,BEBER_AGUA,2024-10-04 10:38:00.764091,CORREDOR
66,COZINHA_SENSOR_PRESENCA-015,dispe82d1f929a996094fc7ca3992f161a24,0s9d8f9s0d8f0s9df8s0f8,"{'status': [{'code': 'presence_state', 'value': 'ON'}, {'code': 'human_motion_state', 'value': 'LARGER_MOVE'}]}",sensor,['Vinicius'],Vinicius,BEBER_AGUA,2024-10-04 10:38:00.062998,COZINHA
67,COZINHA_LAMPADA-014,dispcc73a6cd1c147e6590b75f33832050e0,435a6fsdfsdfs879s9fs7,"{'status': [{'code': 'switch_led', 'value': 'ON'}, {'code': 'bright_value_v2', 'value': 1000}, {'code': 'temp_value_v2', 'value': 500}]}",atuador,['Vinicius'],Vinicius,BEBER_AGUA,2024-10-04 10:38:05.730415,COZINHA
68,COZINHA_LAMPADA-014,dispcc73a6cd1c147e6590b75f33832050e0,435a6fsdfsdfs879s9fs7,"{'status': [{'code': 'switch_led', 'value': 'OFF'}, {'code': 'bright_value_v2', 'value': 1000}, {'code': 'temp_value_v2', 'value': 500}]}",atuador,['Vinicius'],Vinicius,PREPARAR_COMIDA,2024-10-04 10:56:01.600363,COZINHA
69,COZINHA_SENSOR_PRESENCA-015,dispe82d1f929a996094fc7ca3992f161a24,0s9d8f9s0d8f0s9df8s0f8,"{'status': [{'code': 'presence_state', 'value': 'OFF'}, {'code': 'human_motion_state', 'value': 'NONE'}]}",sensor,['Vinicius'],Vinicius,PREPARAR_COMIDA,2024-10-04 10:56:01.456778,COZINHA
70,CORREDOR_SENSOR_PRESENCA-021,disp91e9f8460c0e802cb3aeaceaabc880c6,0s9d8f9s0d8f0s9df8s0f8,"{'status': [{'code': 'presence_state', 'value': 'ON'}, {'code': 'human_motion_state', 'value': 'LARGER_MOVE'}]}",sensor,['Vinicius'],Vinicius,ALMOCAR,2024-10-04 10:56:01.377138,CORREDOR
